passenger_id,booking_id,passenger_type,gender,age,nationality,loyalty_member
P-000186-01,BK-000186,ADT,F,55,Bangladeshi,0
P-000186-02,BK-000186,CHD,F,4,Omani,0
P-000187-01,BK-000187,ADT,M,31,Bahraini,1
P-000188-01,BK-000188,ADT,M,39,Iraqi,1
P-000188-02,BK-000188,ADT,M,26,Qatari,0
P-000189-01,BK-000189,ADT,M,43,Omani,1
P-000189-02,BK-000189,ADT,F,41,Omani,0
P-000190-01,BK-000190,ADT,F,18,Bahraini,1
P-000190-02,BK-000190,INF,F,0,Omani,0
P-000191-01,BK-000191,ADT,M,19,Saudi,0
P-000191-02,BK-000191,INF,F,1,Turkish,0
P-000191-03,BK-000191,INF,F,1,Turkish,0
P-000192-01,BK-000192,ADT,M,56,Bahraini,1
P-000192-02,BK-000192,ADT,F,70,Saudi,1
P-000193-01,BK-000193,ADT,M,70,Kuwaiti,0
P-000193-02,BK-000193,ADT,F,37,Bahraini,1
P-000193-03,BK-000193,ADT,F,56,Omani,1
P-000194-01,BK-000194,ADT,M,68,Kuwaiti,0
P-000194-02,BK-000194,ADT,M,30,Omani,0
P-000195-01,BK-000195,ADT,M,41,Italian,1
P-000196-01,BK-000196,ADT,F,53,Qatari,1
P-000196-02,BK-000196,INF,M,0,Sri Lankan,0
P-000197-01,BK-000197,ADT,F,66,Pakistani,0
P-000197-02,BK-000197,ADT,F,60,Sri Lankan,0
P-000197-03,BK-000197,ADT,F,27,Qatari,0
P-000197-04,BK-000197,CHD,F,9,Emirati,0
P-000198-01,BK-000198,ADT,M,45,Thai,0
P-000199-01,BK-000199,ADT,F,49,Indonesian,1
P-000199-02,BK-000199,ADT,F,67,Brazilian,0
P-000199-03,BK-000199,CHD,M,11,Brazilian,0
P-000200-01,BK-000200,ADT,F,60,Nepali,1
P-000201-01,BK-000201,ADT,F,36,Emirati,0
P-000201-02,BK-000201,ADT,F,54,Emirati,0
P-000202-01,BK-000202,ADT,M,58,Iraqi,0
P-000202-02,BK-000202,ADT,F,70,Saudi,1
P-000203-01,BK-000203,ADT,M,34,Kuwaiti,0
P-000203-02,BK-000203,ADT,M,27,Kuwaiti,0
P-000203-03,BK-000203,ADT,F,70,Emirati,0
P-000203-04,BK-000203,ADT,F,45,Bahraini,1
P-000203-05,BK-000203,INF,F,0,Saudi,0
P-000204-01,BK-000204,ADT,M,54,Nepali,1
P-000204-02,BK-000204,ADT,F,55,Sri Lankan,1
P-000204-03,BK-000204,ADT,M,33,Bahraini,0
P-000204-04,BK-000204,ADT,F,55,Emirati,1
P-000204-05,BK-000204,ADT,M,31,Qatari,0
P-000205-01,BK-000205,ADT,F,34,Qatari,0
P-000205-02,BK-000205,ADT,F,62,Qatari,0
P-000205-03,BK-000205,ADT,F,33,Kuwaiti,0
P-000205-04,BK-000205,ADT,F,43,Qatari,0
P-000205-05,BK-000205,ADT,M,70,Qatari,0
P-000206-01,BK-000206,ADT,M,62,Thai,0
P-000206-02,BK-000206,CHD,F,4,Nigerian,0
P-000207-01,BK-000207,ADT,M,42,Kuwaiti,1
P-000207-02,BK-000207,ADT,M,53,Saudi,1
P-000207-03,BK-000207,ADT,F,30,Omani,0
P-000208-01,BK-000208,ADT,M,56,Qatari,1
P-000208-02,BK-000208,ADT,F,30,Omani,0
P-000208-03,BK-000208,ADT,M,27,Qatari,1
P-000208-04,BK-000208,INF,F,0,Emirati,0
P-000209-01,BK-000209,ADT,M,55,Canadian,0
P-000209-02,BK-000209,ADT,F,49,Malaysian,0
P-000210-01,BK-000210,ADT,F,25,American,0
P-000211-01,BK-000211,ADT,M,39,Qatari,1
P-000211-02,BK-000211,INF,F,1,Omani,0
P-000211-03,BK-000211,INF,M,1,Bahraini,0
P-000212-01,BK-000212,ADT,F,43,German,0
P-000213-01,BK-000213,ADT,F,66,Indian,0
P-000213-02,BK-000213,INF,F,0,New Zealander,0
P-000214-01,BK-000214,ADT,M,44,Bangladeshi,1
P-000214-02,BK-000214,ADT,F,54,Spanish,0
P-000215-01,BK-000215,ADT,M,61,French,0
P-000215-02,BK-000215,ADT,F,18,Qatari,0
P-000215-03,BK-000215,ADT,F,59,German,1
P-000215-04,BK-000215,CHD,F,11,Qatari,0
P-000215-05,BK-000215,INF,F,1,British,0
P-000216-01,BK-000216,ADT,M,48,Bangladeshi,0
P-000216-02,BK-000216,CHD,F,5,Pakistani,0
P-000217-01,BK-000217,ADT,F,49,Bangladeshi,1
P-000217-02,BK-000217,ADT,M,19,Qatari,1
P-000217-03,BK-000217,INF,F,0,Emirati,0
P-000218-01,BK-000218,ADT,F,24,Iraqi,0
P-000218-02,BK-000218,ADT,M,31,Kuwaiti,0
P-000218-03,BK-000218,ADT,F,34,Omani,0
P-000219-01,BK-000219,ADT,M,50,Nigerian,0
P-000219-02,BK-000219,ADT,F,31,Nigerian,1
P-000220-01,BK-000220,ADT,F,66,Bangladeshi,0
P-000221-01,BK-000221,ADT,F,58,Indian,0
P-000222-01,BK-000222,ADT,F,20,New Zealander,1
P-000222-02,BK-000222,ADT,M,65,Chinese,1
P-000222-03,BK-000222,ADT,M,36,Australian,0
P-000222-04,BK-000222,ADT,F,37,Korean,0
P-000222-05,BK-000222,INF,F,0,New Zealander,0
P-000223-01,BK-000223,ADT,F,37,Bahraini,1
P-000224-01,BK-000224,ADT,F,46,Lebanese,1
P-000224-02,BK-000224,CHD,M,4,Iraqi,0
P-000224-03,BK-000224,INF,M,1,Syrian,0
P-000225-01,BK-000225,ADT,F,68,Emirati,1
P-000225-02,BK-000225,ADT,F,37,Kuwaiti,0
P-000226-01,BK-000226,ADT,F,32,Bahraini,0
P-000226-02,BK-000226,CHD,F,9,Saudi,0
P-000227-01,BK-000227,ADT,F,33,Canadian,1
P-000228-01,BK-000228,ADT,F,24,Bahraini,0
P-000229-01,BK-000229,ADT,M,33,Qatari,0
P-000229-02,BK-000229,INF,M,0,Bahraini,0
P-000230-01,BK-000230,ADT,M,28,Qatari,0
P-000230-02,BK-000230,INF,M,1,Saudi,0
P-000231-01,BK-000231,ADT,F,66,Saudi,1
P-000232-01,BK-000232,ADT,F,23,Emirati,0
P-000233-01,BK-000233,ADT,F,26,Turkish,1
P-000233-02,BK-000233,INF,F,1,American,0
P-000233-03,BK-000233,INF,M,1,Spanish,0
P-000234-01,BK-000234,ADT,F,18,Iraqi,0
P-000234-02,BK-000234,CHD,M,11,Indian,0
P-000235-01,BK-000235,ADT,M,23,Pakistani,0
P-000235-02,BK-000235,ADT,M,72,Korean,0
P-000235-03,BK-000235,INF,F,1,Pakistani,0
P-000235-04,BK-000235,INF,F,0,Indian,0
P-000236-01,BK-000236,ADT,M,24,Kuwaiti,0
P-000237-01,BK-000237,ADT,F,48,Kuwaiti,0
P-000237-02,BK-000237,ADT,M,18,Indian,0
P-000237-03,BK-000237,ADT,M,70,Qatari,0
P-000238-01,BK-000238,ADT,F,48,Pakistani,0
P-000238-02,BK-000238,ADT,M,29,Omani,0
P-000238-03,BK-000238,ADT,M,40,Qatari,0
P-000238-04,BK-000238,ADT,M,46,Omani,0
P-000238-05,BK-000238,ADT,M,19,Kuwaiti,0
P-000239-01,BK-000239,ADT,M,25,Bahraini,1
P-000239-02,BK-000239,INF,F,0,Omani,0
P-000240-01,BK-000240,ADT,M,22,Italian,0
P-000240-02,BK-000240,ADT,F,59,Turkish,0
P-000240-03,BK-000240,ADT,F,29,Omani,0
P-000240-04,BK-000240,ADT,F,48,Turkish,0
P-000240-05,BK-000240,CHD,M,8,Kuwaiti,0
P-000240-06,BK-000240,CHD,M,5,German,0
P-000241-01,BK-000241,ADT,F,69,Bahraini,0
P-000241-02,BK-000241,CHD,M,2,Egyptian,0
P-000242-01,BK-000242,ADT,F,18,Qatari,1
P-000242-02,BK-000242,ADT,F,68,Pakistani,1
P-000243-01,BK-000243,ADT,M,46,Omani,0
P-000243-02,BK-000243,ADT,F,26,Kuwaiti,0
P-000244-01,BK-000244,ADT,F,22,Qatari,0
P-000244-02,BK-000244,ADT,F,39,Bahraini,1
P-000244-03,BK-000244,ADT,M,23,Emirati,1
P-000245-01,BK-000245,ADT,F,37,Japanese,1
P-000246-01,BK-000246,ADT,F,36,Omani,1
P-000246-02,BK-000246,ADT,F,63,Pakistani,0
P-000247-01,BK-000247,ADT,M,44,Jordanian,0
P-000247-02,BK-000247,ADT,F,24,Lebanese,0
P-000248-01,BK-000248,ADT,M,71,Spanish,1
P-000249-01,BK-000249,ADT,F,24,Qatari,0
P-000249-02,BK-000249,CHD,M,11,Emirati,0
P-000249-03,BK-000249,CHD,M,8,Emirati,0
P-000250-01,BK-000250,ADT,F,52,Kuwaiti,0
P-000251-01,BK-000251,ADT,M,34,Bahraini,1
P-000251-02,BK-000251,INF,M,1,Bahraini,0
P-000251-03,BK-000251,INF,F,0,Sri Lankan,0
P-000252-01,BK-000252,ADT,M,30,Thai,0
P-000252-02,BK-000252,CHD,M,2,Filipino,0
P-000253-01,BK-000253,ADT,M,58,Saudi,1
P-000253-02,BK-000253,ADT,M,22,Emirati,0
P-000253-03,BK-000253,ADT,M,27,Bahraini,0
P-000254-01,BK-000254,ADT,F,65,Bahraini,1
P-000254-02,BK-000254,ADT,F,68,Kuwaiti,1
P-000254-03,BK-000254,ADT,M,45,Qatari,0
P-000254-04,BK-000254,ADT,M,27,Saudi,0
P-000254-05,BK-000254,CHD,F,6,Qatari,0
P-000254-06,BK-000254,CHD,F,8,Saudi,0
P-000255-01,BK-000255,ADT,F,30,Saudi,1
P-000255-02,BK-000255,ADT,F,66,Bahraini,1
P-000255-03,BK-000255,INF,F,1,Emirati,0
P-000256-01,BK-000256,ADT,F,42,Saudi,0
P-000256-02,BK-000256,CHD,F,5,Omani,0
P-000256-03,BK-000256,CHD,F,8,Qatari,0
P-000257-01,BK-000257,ADT,F,64,Omani,0
P-000258-01,BK-000258,ADT,M,35,Bahraini,0
P-000258-02,BK-000258,ADT,F,33,South African,1
P-000258-03,BK-000258,INF,M,0,Saudi,0
P-000259-01,BK-000259,ADT,M,42,Omani,1
P-000259-02,BK-000259,ADT,M,69,Kuwaiti,0
P-000259-03,BK-000259,CHD,M,8,Kuwaiti,0
P-000260-01,BK-000260,ADT,F,64,Qatari,0
P-000260-02,BK-000260,ADT,M,63,Syrian,1
P-000260-03,BK-000260,ADT,M,68,Bahraini,0
P-000260-04,BK-000260,INF,F,0,Omani,0
P-000260-05,BK-000260,INF,M,1,Iraqi,0
P-000261-01,BK-000261,ADT,M,54,Bahraini,0
P-000261-02,BK-000261,ADT,F,63,Indian,1
P-000261-03,BK-000261,ADT,F,32,Qatari,0
P-000261-04,BK-000261,ADT,M,25,Bahraini,1
P-000261-05,BK-000261,INF,M,1,Omani,0
P-000262-01,BK-000262,ADT,M,37,Italian,1
P-000262-02,BK-000262,ADT,F,63,Italian,1
P-000263-01,BK-000263,ADT,F,51,Qatari,1
P-000263-02,BK-000263,INF,F,0,Qatari,0
P-000264-01,BK-000264,ADT,M,21,Jordanian,1
P-000264-02,BK-000264,ADT,M,29,Lebanese,1
P-000264-03,BK-000264,INF,F,1,Egyptian,0
P-000265-01,BK-000265,ADT,M,50,Pakistani,0
P-000265-02,BK-000265,CHD,F,11,Nepali,0
P-000265-03,BK-000265,CHD,M,3,Indian,0
P-000266-01,BK-000266,ADT,M,60,Omani,1
P-000266-02,BK-000266,ADT,M,62,Kuwaiti,0
P-000267-01,BK-000267,ADT,M,62,Emirati,0
P-000267-02,BK-000267,INF,F,0,Kuwaiti,0
P-000268-01,BK-000268,ADT,M,54,Lebanese,1
P-000268-02,BK-000268,CHD,F,7,Jordanian,0
P-000268-03,BK-000268,INF,M,0,Saudi,0
P-000269-01,BK-000269,ADT,F,51,Lebanese,0
P-000270-01,BK-000270,ADT,F,64,Turkish,1
P-000270-02,BK-000270,INF,F,1,Turkish,0
P-000271-01,BK-000271,ADT,M,69,Indian,1
P-000271-02,BK-000271,ADT,M,64,Sri Lankan,0
P-000271-03,BK-000271,ADT,M,61,Pakistani,0
P-000271-04,BK-000271,CHD,M,5,Indian,0
P-000271-05,BK-000271,INF,F,1,Emirati,0
P-000272-01,BK-000272,ADT,M,37,German,1
P-000272-02,BK-000272,INF,M,1,Omani,0
P-000273-01,BK-000273,ADT,F,41,Omani,0
P-000274-01,BK-000274,ADT,F,53,Bahraini,0
P-000275-01,BK-000275,ADT,M,57,Italian,0
P-000275-02,BK-000275,ADT,M,35,Saudi,1
P-000275-03,BK-000275,INF,F,0,Kuwaiti,0
P-000276-01,BK-000276,ADT,F,39,Sri Lankan,0
P-000277-01,BK-000277,ADT,F,39,Qatari,0
P-000277-02,BK-000277,CHD,M,2,Bahraini,0
P-000278-01,BK-000278,ADT,F,64,Kuwaiti,0
P-000278-02,BK-000278,ADT,M,27,Bahraini,0
P-000278-03,BK-000278,CHD,F,10,Spanish,0
P-000279-01,BK-000279,ADT,F,28,Australian,0
P-000280-01,BK-000280,ADT,M,35,Emirati,1
P-000281-01,BK-000281,ADT,F,64,German,1
P-000281-02,BK-000281,ADT,M,58,Saudi,0
P-000281-03,BK-000281,ADT,M,35,Kuwaiti,0
P-000281-04,BK-000281,ADT,F,32,Spanish,0
P-000282-01,BK-000282,ADT,M,64,Kuwaiti,0
P-000283-01,BK-000283,ADT,F,39,Bahraini,0
P-000284-01,BK-000284,ADT,M,28,Emirati,0
P-000284-02,BK-000284,ADT,F,36,Saudi,0
P-000284-03,BK-000284,ADT,F,25,Saudi,1
P-000284-04,BK-000284,ADT,M,56,Omani,0
P-000284-05,BK-000284,ADT,M,39,Emirati,0
P-000285-01,BK-000285,ADT,F,54,Omani,0
P-000285-02,BK-000285,ADT,F,23,Saudi,0
P-000286-01,BK-000286,ADT,F,33,Kuwaiti,0
P-000286-02,BK-000286,ADT,M,72,Omani,0
P-000287-01,BK-000287,ADT,M,21,Bahraini,0
P-000287-02,BK-000287,ADT,M,48,Kuwaiti,0
P-000287-03,BK-000287,CHD,M,4,Qatari,0
P-000288-01,BK-000288,ADT,M,63,Indian,1
P-000288-02,BK-000288,ADT,M,35,Nepali,0
P-000288-03,BK-000288,ADT,M,26,Pakistani,0
P-000288-04,BK-000288,CHD,F,5,Omani,0
P-000288-05,BK-000288,INF,M,1,Bangladeshi,0
P-000289-01,BK-000289,ADT,F,33,Bangladeshi,1
P-000290-01,BK-000290,ADT,F,19,Indonesian,0
P-000290-02,BK-000290,ADT,M,72,Qatari,0
P-000290-03,BK-000290,ADT,F,61,Saudi,1
P-000291-01,BK-000291,ADT,M,31,Bahraini,0
P-000291-02,BK-000291,INF,M,1,Kuwaiti,0
P-000292-01,BK-000292,ADT,F,41,Omani,0
P-000292-02,BK-000292,ADT,F,44,Bahraini,1
P-000292-03,BK-000292,ADT,M,61,Qatari,1
P-000292-04,BK-000292,ADT,M,21,Omani,1
P-000293-01,BK-000293,ADT,F,43,Saudi,0
P-000294-01,BK-000294,ADT,M,34,Indian,0
P-000295-01,BK-000295,ADT,M,53,German,1
P-000295-02,BK-000295,INF,M,1,Italian,0
P-000296-01,BK-000296,ADT,M,62,British,0
P-000296-02,BK-000296,ADT,M,31,Kuwaiti,0
P-000296-03,BK-000296,ADT,M,41,Qatari,1
P-000297-01,BK-000297,ADT,M,23,Saudi,0
P-000297-02,BK-000297,INF,F,1,Qatari,0
P-000298-01,BK-000298,ADT,F,18,Emirati,0
P-000298-02,BK-000298,CHD,F,6,Qatari,0
P-000299-01,BK-000299,ADT,F,58,Omani,0
P-000299-02,BK-000299,INF,M,0,French,0
P-000300-01,BK-000300,ADT,M,65,Bangladeshi,0
P-000301-01,BK-000301,ADT,F,27,Saudi,1
P-000301-02,BK-000301,ADT,M,23,Sri Lankan,1
P-000301-03,BK-000301,ADT,M,71,Pakistani,0
P-000301-04,BK-000301,ADT,M,68,Indian,0
P-000301-05,BK-000301,ADT,M,58,Kuwaiti,1
P-000301-06,BK-000301,ADT,F,42,Bangladeshi,1
P-000302-01,BK-000302,ADT,M,31,Bahraini,0
P-000302-02,BK-000302,INF,M,0,Saudi,0
P-000303-01,BK-000303,ADT,F,45,Jordanian,0
P-000303-02,BK-000303,ADT,F,56,Lebanese,0
P-000303-03,BK-000303,CHD,F,7,Australian,0
P-000304-01,BK-000304,ADT,F,27,Qatari,0
P-000304-02,BK-000304,CHD,F,2,Kuwaiti,0
P-000305-01,BK-000305,ADT,M,25,Nigerian,0
P-000305-02,BK-000305,CHD,F,7,Emirati,0
P-000306-01,BK-000306,ADT,M,72,Omani,1
P-000306-02,BK-000306,ADT,M,24,Emirati,0
P-000306-03,BK-000306,ADT,M,18,Qatari,1
P-000306-04,BK-000306,CHD,M,8,Omani,0
P-000307-01,BK-000307,ADT,F,27,Saudi,1
P-000307-02,BK-000307,ADT,M,51,Qatari,1
P-000308-01,BK-000308,ADT,F,31,Qatari,1
P-000309-01,BK-000309,ADT,M,35,Sri Lankan,1
P-000310-01,BK-000310,ADT,M,24,Emirati,1
P-000310-02,BK-000310,CHD,M,5,Emirati,0
P-000311-01,BK-000311,ADT,F,28,Saudi,0
P-000311-02,BK-000311,ADT,F,39,Bahraini,1
P-000311-03,BK-000311,INF,F,1,Bahraini,0
P-000312-01,BK-000312,ADT,F,49,Saudi,1
P-000312-02,BK-000312,CHD,F,6,Filipino,0
P-000313-01,BK-000313,ADT,M,42,Saudi,1
P-000314-01,BK-000314,ADT,M,61,Bahraini,1
P-000314-02,BK-000314,ADT,M,57,Qatari,0
P-000315-01,BK-000315,ADT,F,23,Saudi,1
P-000315-02,BK-000315,ADT,F,30,Qatari,1
P-000315-03,BK-000315,ADT,M,36,Kuwaiti,0
P-000315-04,BK-000315,INF,F,0,Kuwaiti,0
P-000315-05,BK-000315,INF,M,0,Korean,0
P-000316-01,BK-000316,ADT,F,47,Kenyan,0
P-000316-02,BK-000316,ADT,F,44,Kuwaiti,1
P-000316-03,BK-000316,ADT,F,19,Saudi,1
P-000316-04,BK-000316,ADT,F,57,Emirati,0
P-000316-05,BK-000316,CHD,M,7,Qatari,0
P-000317-01,BK-000317,ADT,M,63,Kuwaiti,0
P-000317-02,BK-000317,CHD,F,10,Bahraini,0
P-000317-03,BK-000317,CHD,M,5,Qatari,0
P-000318-01,BK-000318,ADT,M,70,Saudi,1
P-000318-02,BK-000318,INF,M,1,Indian,0
P-000319-01,BK-000319,ADT,F,25,Ethiopian,0
P-000319-02,BK-000319,ADT,F,20,Ethiopian,1
P-000319-03,BK-000319,ADT,M,40,South African,1
P-000319-04,BK-000319,CHD,F,9,Ethiopian,0
P-000320-01,BK-000320,ADT,F,71,British,1
P-000320-02,BK-000320,ADT,M,56,Italian,1
P-000320-03,BK-000320,ADT,F,51,Bahraini,1
P-000320-04,BK-000320,INF,F,1,British,0
P-000321-01,BK-000321,ADT,M,56,Omani,0
P-000321-02,BK-000321,CHD,F,9,Bahraini,0
P-000322-01,BK-000322,ADT,M,39,Nepali,0
P-000322-02,BK-000322,ADT,M,71,Sri Lankan,0
P-000322-03,BK-000322,INF,M,0,Saudi,0
P-000322-04,BK-000322,INF,F,0,Saudi,0
P-000323-01,BK-000323,ADT,M,52,Qatari,0
P-000323-02,BK-000323,ADT,M,34,Kuwaiti,0
P-000323-03,BK-000323,INF,F,0,Korean,0
P-000324-01,BK-000324,ADT,F,53,Emirati,0
P-000325-01,BK-000325,ADT,M,64,Emirati,0
P-000326-01,BK-000326,ADT,M,24,Omani,1
P-000326-02,BK-000326,ADT,F,63,Saudi,0
P-000326-03,BK-000326,CHD,M,4,Qatari,0
P-000326-04,BK-000326,CHD,M,10,Qatari,0
P-000327-01,BK-000327,ADT,M,42,Bahraini,0
P-000327-02,BK-000327,ADT,F,21,Kuwaiti,0
P-000328-01,BK-000328,ADT,F,28,Bangladeshi,1
P-000328-02,BK-000328,ADT,M,33,Pakistani,0
P-000328-03,BK-000328,ADT,F,61,Indian,1
P-000328-04,BK-000328,ADT,F,67,Pakistani,0
P-000328-05,BK-000328,CHD,F,2,Pakistani,0
P-000329-01,BK-000329,ADT,F,22,Omani,0
P-000329-02,BK-000329,CHD,F,6,Sri Lankan,0
P-000329-03,BK-000329,INF,M,0,Bahraini,0
P-000330-01,BK-000330,ADT,M,25,Emirati,0
P-000330-02,BK-000330,ADT,F,54,Indian,0
P-000331-01,BK-000331,ADT,M,42,Bahraini,0
P-000332-01,BK-000332,ADT,M,41,Omani,0
P-000332-02,BK-000332,CHD,F,3,Sri Lankan,0
P-000333-01,BK-000333,ADT,M,47,Omani,0
P-000334-01,BK-000334,ADT,F,36,Bahraini,1
P-000334-02,BK-000334,ADT,M,64,Bahraini,1
P-000334-03,BK-000334,ADT,F,55,German,0
P-000334-04,BK-000334,CHD,M,9,Italian,0
P-000334-05,BK-000334,INF,F,1,Qatari,0
P-000335-01,BK-000335,ADT,F,36,Sri Lankan,0
P-000335-02,BK-000335,ADT,F,28,Saudi,1
P-000336-01,BK-000336,ADT,F,71,Qatari,1
P-000337-01,BK-000337,ADT,M,58,Emirati,0
P-000337-02,BK-000337,INF,M,0,Kuwaiti,0
P-000337-03,BK-000337,INF,M,0,Turkish,0
P-000338-01,BK-000338,ADT,F,36,Turkish,1
P-000339-01,BK-000339,ADT,F,19,Saudi,0
P-000339-02,BK-000339,ADT,F,72,Emirati,0
P-000339-03,BK-000339,ADT,F,38,Bahraini,0
P-000339-04,BK-000339,INF,F,1,Pakistani,0
P-000340-01,BK-000340,ADT,M,67,Emirati,0
P-000340-02,BK-000340,ADT,M,41,Omani,1
P-000340-03,BK-000340,ADT,M,43,Qatari,1
P-000340-04,BK-000340,ADT,F,41,French,0
P-000340-05,BK-000340,ADT,M,64,Kuwaiti,0
P-000340-06,BK-000340,CHD,M,2,Italian,0
P-000341-01,BK-000341,ADT,M,65,Malaysian,1
P-000342-01,BK-000342,ADT,F,19,Kuwaiti,1
P-000342-02,BK-000342,ADT,M,66,Saudi,0
P-000343-01,BK-000343,ADT,F,67,Saudi,0
P-000344-01,BK-000344,ADT,M,66,Omani,0
P-000344-02,BK-000344,ADT,M,25,Kuwaiti,0
P-000344-03,BK-000344,ADT,M,25,French,0
P-000344-04,BK-000344,ADT,F,58,Bahraini,1
P-000344-05,BK-000344,ADT,F,53,British,0
P-000344-06,BK-000344,INF,F,0,Saudi,0
P-000345-01,BK-000345,ADT,F,71,Kuwaiti,0
P-000345-02,BK-000345,ADT,M,29,Sri Lankan,0
P-000345-03,BK-000345,ADT,F,18,Kuwaiti,0
P-000345-04,BK-000345,CHD,F,3,Bahraini,0
P-000345-05,BK-000345,CHD,M,3,Bangladeshi,0
P-000346-01,BK-000346,ADT,M,54,Saudi,1
P-000347-01,BK-000347,ADT,F,45,Pakistani,0
P-000347-02,BK-000347,ADT,M,66,Sri Lankan,0
P-000348-01,BK-000348,ADT,M,29,Omani,1
P-000348-02,BK-000348,CHD,F,7,Kuwaiti,0
P-000349-01,BK-000349,ADT,M,35,Kuwaiti,1
P-000349-02,BK-000349,ADT,F,48,South African,0
P-000349-03,BK-000349,ADT,M,65,Emirati,0
P-000350-01,BK-000350,ADT,F,55,Saudi,0
P-000350-02,BK-000350,INF,F,1,Japanese,0
P-000350-03,BK-000350,INF,M,1,Emirati,0
P-000351-01,BK-000351,ADT,M,29,Spanish,0
P-000351-02,BK-000351,ADT,M,58,Spanish,1
P-000351-03,BK-000351,ADT,F,31,Saudi,0
P-000352-01,BK-000352,ADT,F,55,Omani,1
P-000353-01,BK-000353,ADT,M,48,Saudi,0
P-000353-02,BK-000353,ADT,F,41,French,0
P-000353-03,BK-000353,ADT,F,24,British,0
P-000353-04,BK-000353,ADT,F,48,Italian,0
P-000354-01,BK-000354,ADT,F,45,Syrian,0
P-000354-02,BK-000354,ADT,M,19,Iraqi,0
P-000355-01,BK-000355,ADT,M,23,Italian,1
P-000356-01,BK-000356,ADT,M,32,Emirati,0
P-000356-02,BK-000356,INF,M,0,Pakistani,0
P-000356-03,BK-000356,INF,M,1,Bahraini,0
P-000357-01,BK-000357,ADT,M,38,Italian,0
P-000358-01,BK-000358,ADT,M,20,Sri Lankan,0
P-000358-02,BK-000358,CHD,F,2,Saudi,0
P-000359-01,BK-000359,ADT,M,62,Bahraini,0
P-000360-01,BK-000360,ADT,M,37,Emirati,0
P-000360-02,BK-000360,ADT,M,48,Emirati,0
P-000360-03,BK-000360,ADT,M,62,Saudi,0
P-000361-01,BK-000361,ADT,F,58,Bahraini,0
P-000361-02,BK-000361,CHD,M,10,Emirati,0
P-000362-01,BK-000362,ADT,M,19,Qatari,0
P-000362-02,BK-000362,ADT,F,57,Qatari,0
P-000362-03,BK-000362,CHD,F,2,Saudi,0
P-000363-01,BK-000363,ADT,F,60,Nepali,0
P-000363-02,BK-000363,INF,F,0,Sri Lankan,0
P-000364-01,BK-000364,ADT,M,53,Omani,0
P-000365-01,BK-000365,ADT,M,47,Kuwaiti,1
P-000366-01,BK-000366,ADT,F,59,Kuwaiti,1
P-000366-02,BK-000366,ADT,M,24,Japanese,0
P-000366-03,BK-000366,CHD,M,11,Omani,0
P-000366-04,BK-000366,CHD,F,4,Kuwaiti,0
P-000367-01,BK-000367,ADT,M,37,Qatari,0
P-000368-01,BK-000368,ADT,F,51,Jordanian,1
P-000368-02,BK-000368,ADT,M,49,Syrian,0
P-000368-03,BK-000368,ADT,F,48,Kuwaiti,1
P-000368-04,BK-000368,CHD,F,3,Emirati,0
P-000368-05,BK-000368,INF,M,0,Bahraini,0
P-000369-01,BK-000369,ADT,M,69,South African,0
P-000370-01,BK-000370,ADT,F,25,Saudi,0
P-000370-02,BK-000370,ADT,M,24,Sri Lankan,0
P-000371-01,BK-000371,ADT,M,66,Iraqi,0
P-000371-02,BK-000371,INF,F,1,Iraqi,0
P-000372-01,BK-000372,ADT,M,68,Omani,0
P-000372-02,BK-000372,ADT,F,28,Indonesian,1
P-000372-03,BK-000372,ADT,F,68,Saudi,0
P-000372-04,BK-000372,ADT,F,34,Qatari,0
P-000372-05,BK-000372,ADT,F,37,Omani,1
P-000373-01,BK-000373,ADT,M,53,Kuwaiti,0
P-000373-02,BK-000373,ADT,F,46,Qatari,0
P-000373-03,BK-000373,CHD,F,4,Sri Lankan,0
P-000374-01,BK-000374,ADT,F,55,Kuwaiti,0
P-000374-02,BK-000374,ADT,M,46,Bahraini,0
P-000374-03,BK-000374,ADT,F,66,Qatari,1
P-000375-01,BK-000375,ADT,F,50,Kuwaiti,0
P-000375-02,BK-000375,INF,F,1,Sri Lankan,0
P-000375-03,BK-000375,INF,F,0,Saudi,0
P-000376-01,BK-000376,ADT,F,43,Kuwaiti,0
P-000376-02,BK-000376,ADT,M,42,Kuwaiti,0
P-000376-03,BK-000376,INF,F,0,Emirati,0
P-000377-01,BK-000377,ADT,F,30,Omani,0
P-000377-02,BK-000377,ADT,M,35,Kuwaiti,1
P-000378-01,BK-000378,ADT,M,66,Qatari,1
P-000379-01,BK-000379,ADT,M,62,Thai,1
P-000379-02,BK-000379,ADT,F,19,Bahraini,0
P-000379-03,BK-000379,ADT,M,72,Omani,0
P-000379-04,BK-000379,ADT,M,26,Bahraini,1
P-000379-05,BK-000379,INF,M,1,Kuwaiti,0
P-000380-01,BK-000380,ADT,M,39,Indonesian,0
P-000380-02,BK-000380,ADT,F,27,Emirati,0
P-000381-01,BK-000381,ADT,M,49,Australian,0
P-000381-02,BK-000381,ADT,M,26,New Zealander,1
P-000382-01,BK-000382,ADT,M,68,Saudi,0
P-000382-02,BK-000382,INF,M,1,Saudi,0
P-000383-01,BK-000383,ADT,F,68,Kenyan,0
P-000383-02,BK-000383,ADT,M,52,Qatari,0
P-000383-03,BK-000383,ADT,M,47,Qatari,0
P-000383-04,BK-000383,INF,F,0,Qatari,0
P-000384-01,BK-000384,ADT,F,21,Spanish,0
